q_id,ans
1468371,A
1468372,E
1468550,D
1468551,E
1468552,E
1468650,C
1468652,B
1468712,C
1468870,E
1468871,E
1469101,C
1469102,B
1469170,E
1469171,E
1469172,D
1469610,E
1469611,D
1469731,A
1469732,A
1469790,A
1469810,D
1469860,A
1469862,E
1469970,D
1469971,C
1469972,D
1469990,A
1469992,D
1470002,B
1470250,C
1470271,D
1470300,A
1470302,B
1470420,C
1470421,C
1470422,C
1470580,A
1470582,A
1470682,A
1471011,D
1471282,D
1471321,E
1471322,C
1471400,D
1471402,E
1471540,B
1471542,C
1471650,A
1471652,C
1471730,A
1471790,A
1471792,B
1471951,D
1472050,C
1472052,E
1472230,B
1472231,A
1472360,A
1472361,E
1472362,C
1472560,E
1472561,E
1472562,C
1472590,E
1472591,E
1472891,E
1472930,D
1472932,E
1473000,B
1473001,E
1473002,A
1473091,E
1473092,C
1473380,D
1473381,E
1473382,B
1473461,E
1473750,A
1473751,C
1473752,B
1473860,D
1473861,D
1473862,B
1473930,D
1473931,D
1473932,A
1474040,E
1474090,D
1474091,A
1474150,C
1474151,C
1474180,C
1474220,D
1474221,C
1474252,D
1474530,D
1474531,D
1474532,C
1474710,A
1474711,D
1474820,A
1474821,A
1474822,D
1474881,A
1474940,C
1474942,A
1474980,E
1474981,C
1474982,C
1475180,C
1475182,E
1475370,B
1475371,D
1475372,A
1475452,C
1475460,A
1475461,E
1475462,B
1475561,A
1475760,E
1475761,E
1475762,A
1475772,E
1475860,A
1475861,E
1475862,D
1475900,A
1475901,E
1475902,A
1476240,C
1476242,E
1476290,C
1476292,A
1476530,D
1476532,B
1476670,D
1476671,D
1476672,E
1476750,C
1476751,E
1476752,A
1476810,C
1476812,A
1476850,E
1476851,C
1476852,B
1477121,A
1477122,D
1477211,A
1477250,D
1477251,E
1477290,A
1477291,E
1477292,B
1477361,C
1477362,C
1477400,E
1477401,E
1477402,E
1477580,A
1477581,C
1477582,A
1477620,C
1477621,B
1477622,B
1477690,D
1477692,D
1477870,C
1477872,C
1477930,A
1477931,D
1477932,B
1478060,A
1478061,C
1478062,D
1478181,C
1478182,D
1478351,A
1478352,D
1478660,C
1478662,C
1478720,C
1478722,E
1478790,E
1478791,A
1478792,D
1478971,D
1479150,B
1479152,E
1479190,C
1479191,B
1479192,E
1479210,E
1479580,B
1479582,E
1479791,D
1479792,A
1479800,C
1479802,D
1480341,D
1480342,A
1480422,D
1480671,C
1480672,E
1480770,E
1481280,B
1481700,C
1481880,D
1481931,A
1481932,E
1481970,D
1482431,A
1482432,D
1482721,E
1482802,A
1482820,C
1482821,D
1482860,C
1483090,C
1483091,A
1483192,C
1483290,A
1483530,D
1483580,D
1483581,C
1483582,C
1483921,B
1483922,E
1483952,D
1484030,B
1484031,A
1484441,C
1484581,B
1485080,A
1485081,D
1485082,D
1485262,C
1485310,D
1485420,E
1485491,C
1485680,B
1485700,C
1485701,D
1485880,E
1485911,E
1485912,C
1486141,A
1486200,C
1486201,C
1486202,A
1486620,B
1486621,B
1486622,C
1486650,C
1486651,A
1486652,A
1486680,D
1486681,D
1486682,C
1487070,D
1487071,A
1487072,A
1487190,C
1487191,C
1487192,C
1487240,C
1487241,B
1487242,A
1487302,C
1487370,D
1487371,D
1487372,C
1487830,C
1487850,D
1487851,C
1487852,D
1487920,D
1487921,C
1487922,A
1488300,A
1488301,D
1488302,A
1488431,E
1488550,B
1488551,C
1488552,C
1488980,B
1488981,B
1489091,C
1489100,A
1489101,C
1489110,B
1489550,D
1489570,A
1489571,E
1489680,C
1489682,C
1489770,C
1489771,C
1489772,C
1489990,C
1490050,D
1490051,D
1490052,E
1490140,C
1490141,C
1490142,C
1490170,C
1490221,B
1490222,B
1490522,E
1491150,C
1491151,E
1491152,A
1491230,C
1491232,D
1491502,E
1491551,D
1491552,C
1491650,E
1491651,D
1491840,E
1491841,E
1492220,C
1492510,D
1492512,E
1492520,D
1492680,B
1492682,A
1492720,A
1492721,B
1492980,C
1493040,A
1493041,C
1493042,D
1493640,E
1493641,D
1493642,E
1493710,C
1493711,A
1493750,B
1493751,A
1493760,A
1493761,C
1493980,D
1493981,E
1493982,A
1494060,D
1494310,E
1494440,E
1494441,D
1494442,E
1494460,C
1494461,C
1494462,D
1494560,C
1494561,C
1494562,A
1494690,B
1494692,C
1494700,A
1494702,E
1495000,B
1495001,E
1495002,E
1495500,B
1495501,E
1495502,A
1495680,A
1495681,C
1495682,E
1495710,C
1495711,C
1495712,B
1495880,C
1495921,C
1496410,C
1496411,A
1496462,E
1496690,A
1496692,E
1496761,A
1497800,C
1497802,A
1497850,A
1498320,C
1498321,C
1498901,E
1499030,E
1499031,C
1499090,A
1499091,D
1499121,A
1499122,B
1499620,C
1499621,E
1499641,A
1499642,D
1499740,C
1499742,E
1500071,A
1500072,D
1500131,A
1500160,E
1500240,D
1500241,E
1500242,C
1500261,B
1500262,D
1500400,D
1500800,D
1500801,E
1500802,C
1500882,D
1500890,A
1500892,D
1500910,C
1501170,A
1501172,B
1501290,D
1501292,E
1502080,A
1502082,E
1502120,C
1502241,D
1502242,C
1502350,E
1502440,E
1502650,A
1502651,A
1502652,E
1502670,D
1502671,C
1502672,A
1502840,C
1502841,A
1502920,D
1502922,E
1503010,A
1503011,D
1503012,D
1503090,E
1503091,A
1503140,E
1503142,C
1503171,C
1503172,D
1503200,A
1503202,E
1503420,C
1503421,D
1503422,D
1503471,D
1503580,B
1503581,D
1503611,B
1503612,E
1503651,E
1503780,A
1503781,A
1503782,E
1504100,B
1504130,E
1504131,C
1504132,E
1504170,A
1504171,A
1504172,C
1504870,D
1504871,E
1504872,C
1505081,E
1505082,A
1505331,D
1505381,E
1505382,E
1505761,C
1505762,A
1505990,A
1505991,C
1505992,A
1506160,B
1506162,D
1506230,C
1506231,D
1506232,A
1506381,D
1506391,D
1506491,D
1506492,C
1506752,D
1506850,D
1506851,A
1506861,B
1507031,A
1507171,A
1507172,E
1507630,D
1507790,A
1507881,A
1508120,E
1508121,A
1508122,E
1508301,D
1508302,D
1508340,D
1508341,D
1508342,A
1508432,C
1508720,B
1508741,E
1508742,A
1508752,C
1508880,D
1508930,E
1509300,D
1509301,B
1509432,E
1509860,D
1509870,E
1509872,B
1509892,E
1510000,A
1510001,A
1510002,B
1510050,C
1510051,E
1510052,C
1510510,B
1510511,B
1510750,A
1510810,D
1510840,A
1510920,A
1511301,E
1511302,C
1511591,E
1511592,C
1511840,E
1511842,E
1512310,D
1512311,E
1512312,C
1512350,A
1512352,E
1512670,B
1512671,C
1512672,D
1512680,D
1512990,C
1512992,A
1513300,C
1513302,D
1513340,C
1513342,A
1513380,D
1513382,E
1513471,E
1513472,C
1513582,D
1513871,E
1513872,C
1513931,E
1513932,D
1514320,D
1514322,C
1514410,E
1514411,C
1514412,A
1514800,E
1514801,A
1514802,A
1514920,A
1514922,A
1515160,A
1515161,D
1515240,A
1515241,D
1515281,C
1515282,A
1515370,D
1515371,E
1515580,C
1515581,E
1515850,E
1515890,B
1516290,E
1516291,A
1516292,C
1516511,E
1516512,D
1516570,B
1516621,D
1516700,B
1516701,B
1516702,B
1517042,D
1517331,A
1517420,A
1517421,A
1517810,A
1517811,E
1517812,E
1517900,D
1517902,C
1518070,D
1518071,A
1518072,D
1518080,C
1518081,B
1518201,A
1518261,D
1518420,D
1518422,A
1518440,D
1518442,A
1518570,E
1518571,C
1518572,D
1518771,E
1518772,A
1518960,E
1518961,E
1519111,E
1519220,A
1519221,E
1519560,C
1519561,D
1519622,E
1519651,B
1519701,E
1519780,D
1519781,A
1519782,B
1519882,C
1520000,D
1520002,A
1520041,E
1520120,B
1520121,E
1520122,D
1520191,C
1521030,D
1521031,B
1521060,A
1521061,D
1521062,E
1521110,B
1521111,E
1521200,A
1521201,B
1521580,B
1521581,E
1521760,A
1521920,C
1521921,A
1522021,D
1522110,C
1522450,A
1522451,C
1522551,D
1522580,D
1522581,D
1522811,E
1522980,B
1522981,A
1523300,A
1523302,E
1523331,E
1523360,E
1523362,A
1523400,A
1523401,D
1523402,E
1523601,B
1523880,B
1523881,E
1523980,D
1523981,A
1523982,E
1524650,D
1524651,E
1524652,E
1524820,C
1524821,B
1524920,D
1524921,D
1524922,E
1524990,E
1524991,B
1525250,D
1525252,E
1525300,A
1525302,D
1525820,B
1525982,D
1526180,A
1526181,C
1526182,A
1526232,E
1526280,B
1526282,C
1526480,D
1526482,D
1526490,D
1526860,E
1526862,C
1527020,E
1527021,B
1527310,A
1527312,E
1527320,A
1527321,A
1527322,B
1527371,E
1527402,C
1527490,C
1527491,D
1527591,E
1527592,D
1527710,E
1527711,E
1527740,E
1527742,D
1527760,D
1527761,A
1527950,B
1527951,B
1527952,D
1528080,E
1528081,D
1528082,D
1528230,A
1528661,B
1528662,A
1528701,E
1528702,A
1528860,A
1528862,E
1529330,C
1529331,A
1529332,A
1529461,A
1529462,C
1529620,E
1529621,D
1529622,E
1529872,B
1530110,A
1530112,E
1530132,E
1530261,E
1530262,A
1530381,B
1530382,E
1530401,E
1530402,E
1530551,B
1530610,E
1530720,A
1530721,C
1530831,D
1530921,C
1530940,D
1531031,E
1531041,A
1531301,C
1531500,C
1531502,E
1531840,D
1531842,C
1532050,E
1532051,A
1532052,B
1532070,A
1532071,A
1532072,B
1532171,D
1532172,D
1532290,C
1532291,C
1532292,B
1532311,C
1532312,C
1532490,A
1532492,D
1532790,E
1532791,B
1532830,D
1532832,B
1532990,D
1532991,C
1533000,A
1533002,E
1533070,C
1533071,E
1533072,E
1533432,A
1533442,C
1533920,D
1533922,A
1534280,D
1534451,A
1534452,B
1534552,A
1534600,C
1534602,E
1534860,B
1534861,B
1535061,E
1535062,E
1535101,B
1535200,C
1535240,A
1535241,B
1535242,E
1535271,A
1535272,E
1535290,A
1535291,C
1535292,B
1535431,C
1535432,D
1535630,A
1535632,C
1535680,E
1535681,B
1535682,E
1535700,D
1535740,D
1535741,C
1535781,A
1535782,A
1536070,E
1536072,D
1536240,A
1536241,E
1536242,E
1536311,D
1536312,B
1536320,A
1536321,E
1536322,A
1536560,E
1536561,A
1536562,D
1536691,B
1536692,C
1536850,E
1536851,A
1536852,E
1536920,C
1536922,B
1536970,D
1536971,D
1536972,D
1537090,C
1537092,B
1537170,E
1537171,D
1537172,D
1537341,D
1537342,A
1537640,D
1537641,C
1537821,E
1537831,C
1537832,E
1537970,D
1537971,D
1538030,C
1538220,E
1538221,C
1538320,C
1538342,E
1538472,E
1538640,B
1538642,D
1538961,A
1538962,C
1539010,D
1539011,C
1539311,D
1539560,A
1539561,A
1539660,D
1539710,E
1539711,A
1539712,E
1539730,A
1539731,A
1539760,C
1539761,E
1539941,C
1540001,D
1540042,D
1540530,D
1540570,D
1540710,C
1540711,C
1540870,C
1540871,E
1540872,D
1540900,D
1540901,E
1540902,E
1540950,A
1541390,D
1541391,A
1541392,C
1541452,E
1541481,E
1541482,C
1541540,E
1541542,C
1541550,C
1541551,E
1541552,C
1541680,C
1541681,C
1541682,A
1541731,C
1541931,D
1541932,A
1542020,B
1542021,E
1542130,E
1542131,B
1542132,D
1542221,E
1542222,C
1542300,E
1542302,D
1542410,A
1542411,C
1542412,C
1542540,A
1542542,D
1542630,E
1543242,A
1543420,A
1543421,D
1543422,D
1543580,B
1543630,D
1543631,E
1543632,E
1544190,D
1544192,B
1544200,C
1544201,C
1544202,A
1544232,C
1544250,E
1544251,B
1544252,D
1544311,D
1544971,E
1545152,D
1545202,C
1545870,C
1545871,C
1545872,B
1545890,D
1545891,E
1545892,C
1545901,A
1546070,A
1546071,A
1546331,E
1546332,D
1546441,E
1546442,C
1546700,E
1546701,D
1546702,D
1547010,C
1547011,D
1547012,C
1547050,A
1547051,B
1547052,A
1547111,D
1547180,C
1547211,D
1547212,E
1547830,E
1547831,A
1547850,E
1547851,C
1547852,E
1547980,A
1548041,C
1548042,C
1548162,D
1548300,A
1548461,A
1548462,A
1548540,B
1548541,A
1548610,B
1548670,E
1548672,B
1548772,A
1548800,C
1548801,E
1548802,C
1548830,C
1548831,C
1548841,A
1548842,D
1548920,A
1549310,D
1549311,D
1549470,C
1549471,C
1549710,D
1549711,A
1549941,E
1550070,D
1550071,D
1550121,C
1550510,D
1550511,A
1550870,A
1550871,E
1551250,D
1551251,A
1551311,C
1551422,E
1551450,A
1551451,E
1551541,C
1551542,E
1551791,C
1551890,C
1551891,B
1551892,D
1551920,D
1551922,A
1551991,D
1552162,C
1552701,D
1552702,E
1552852,C
1552910,E
1552912,E
1553121,E
1553122,D
1553171,A
1553172,D
1553190,D
1553192,A
1553410,D
1553412,E
1553552,C
1553560,E
1553562,E
1554010,A
1554012,E
1554430,E
1554431,A
1554432,E
1554490,C
1554491,D
1554492,A
1554510,C
1554511,C
1554512,E
1554650,A
1554651,E
1554652,C
1554660,C
1554661,D
1554780,E
1554781,D
1554782,D
1554881,D
1554882,C
1555460,A
1555461,B
1555462,D
1555711,D
1555712,D
1555911,D
1555912,B
1556040,E
1556041,C
1556042,D
1556170,D
1556171,A
1556172,A
1556440,B
1556441,D
1556442,A
1556711,E
1556712,E
1556871,A
1556872,D
1557141,A
1557142,B
1557322,E
1557360,C
1557361,A
1557430,A
1557432,D
1557741,D
1557742,A
1557930,A
1557931,D
1558111,C
1558112,B
1558611,B
1558730,D
1558731,D
1558732,C
1558771,D
1558772,B
1558850,E
1558970,C
1558971,D
1558972,D
1559120,D
1559122,B
1559740,C
1559742,C
1559970,E
1559972,E
1560250,B
1560291,B
1560450,E
1560710,C
1560711,D
1560712,E
1560760,C
1560981,A
1560982,C
1561000,D
1561021,B
1561022,C
1561040,E
1561041,E
1561130,D
1561131,B
1561260,D
1561840,E
1561841,A
1561842,D
1561920,D
1561922,B
1561950,A
1561951,A
1561952,C
1562320,B
1562360,A
1562361,D
1562362,E
1562420,E
1562421,E
1562460,A
1562461,E
1562462,E
1562760,A
1562762,C
1562780,B
1562781,D
1562820,B
1562821,E
1562920,E
1562921,E
1562990,D
1562991,D
1562992,B
1563021,D
1563022,E
1563080,C
1563200,D
1563241,A
1563410,B
1563411,D
1563701,D
1563702,D
1563750,A
1563752,A
1564160,C
1564161,D
1564450,C
1564451,A
1564452,C
1564580,A
1564581,B
1564660,A
1564661,D
1564741,D
1564742,C
1564870,A
1564871,C
1564872,D
1564971,A
1564972,A
1565030,C
1565032,B
1565110,D
1565111,A
1565112,D
1565321,D
1565330,B
1565331,C
1565550,A
1565552,D
1565670,B
1565671,A
1565672,A
1565720,A
1565721,D
1565722,E
1566060,B
1566061,A
1566062,A
1566070,D
1566071,C
1566092,E
1566200,B
1566201,C
1566260,C
1566361,C
1566370,A
1566371,C
1566430,D
1566431,C
1566510,C
1566511,B
1566850,E
1566851,D
1566852,A
1566870,A
1566872,E
1567040,D
1567200,C
1567201,A
1567270,A
1567401,A
1567470,C
1567472,A
1567510,C
1567540,E
1567542,E
1567560,C
1567562,D
1567590,E
1567592,B
1567720,B
1567721,B
1567722,D
1568060,A
1568061,C
1568062,E
1568090,E
1568092,B
1568320,E
1568321,A
1568322,A
1568340,B
1568342,B
1568460,E
1568462,A
1568580,E
1568581,C
1568582,C
1568690,C
1568692,C
1568891,C
1568892,D
1568912,D
1569150,E
1569151,C
1569152,A
1569240,C
1569241,C
1569280,D
1569281,D
1569350,B
1569351,D
1569352,A
1569740,D
1569741,B
1570010,D
1570011,D
1570191,D
1570210,A
1570460,B
1570461,D
1570530,C
1570531,D
1570630,D
1570631,E
1570670,D
1570672,D
1570930,B
1570990,B
1570992,C
1571020,B
1571022,D
1571090,B
1571091,B
1571121,D
1571122,B
1571242,D
1571380,A
1571381,D
1571382,A
1571550,A
1571552,D
1571592,C
1571701,C
1571840,B
1571920,D
1571921,C
1572061,A
1572062,E
1572130,C
1572132,A
1572141,A
1572200,B
1572201,A
1572202,D
1572610,D
1572611,A
1572612,C
1572690,E
1572692,A
1572700,A
1572701,C
1572702,E
1572710,B
1572711,E
1572712,D
1573210,D
1573521,C
1573580,E
1573650,E
1573651,A
1573780,D
1573902,B
1574050,C
1574051,C
1574161,E
1574162,C
1574170,C
1574171,B
1574180,C
1574181,E
1574182,C
1574300,B
1574301,D
1574652,C
1574691,E
1575162,A
1575591,D
1575771,C
1575811,E
1575920,D
1575921,B
1575922,D
1575930,A
1575931,C
1576010,A
1576011,B
1576170,B
1576171,D
1576172,D
1576350,A
1576351,A
1576352,D
1576510,E
1576570,A
1576692,D
1577260,E
1577262,A
1577560,A
1577561,E
1577562,C
1577710,A
1577712,C
1577892,A
1578470,E
1578472,E
1578621,E
1578622,B
1578660,B
1578662,A
1578760,C
1578761,A
1578762,C
1578862,D
1579180,A
1579182,A
1579281,E
1579282,E
1579380,D
1579381,E
1579382,B
1579482,D
1579550,E
1579552,E
1579602,C
1579800,A
1579801,D
1579802,E
1580050,E
1580052,E
1580151,B
1580152,B
1580350,A
1580352,C
1580842,D
1581181,C
1581182,B
1581220,D
1581221,C
1581222,D
1581270,D
1581271,E
1581332,B
1581600,B
1581601,E
1581602,E
1581821,D
1581822,D
1582220,E
1582221,A
1582222,E
1582271,B
1582501,D
1582502,E
1582541,D
1582720,E
1582721,C
1582722,D
1582772,E
1582792,A
1582881,A
1582882,E
1582920,E
1582921,E
1582922,E
1583060,C
1583061,C
1583062,A
1583330,A
1583332,E
1583440,A
1583441,C
1583442,A
1583540,C
1583541,B
1583720,E
1583840,E
1583841,A
1584141,D
1584142,C
1584210,A
1584211,E
1584400,C
1584402,D
1584660,B
1584661,C
1584941,A
1584970,D
1584971,A
1584972,A
1584980,E
1584981,C
1585480,A
1585481,D
1585630,A
1585831,D
1585832,D
1585880,A
1585882,C
1586021,A
1586280,C
1586281,C
1586352,A
1586410,B
1586411,A
1586412,E
1586600,A
1586601,D
1586602,C
1587080,E
1587081,E
1587082,E
1587220,C
1587442,D
1587600,B
1587601,B
1587602,A
1587701,C
1587702,A
1587790,E
1587791,E
1587792,B
1587951,A
1587952,E
1587980,E
1587981,C
1587982,B
1588011,A
1588012,C
1588060,A
1588062,C
1588461,E
1588462,A
1588490,C
1588492,A
1588820,E
1588821,D
1588822,C
1588871,B
1588872,B
1589222,D
1589450,C
1589451,C
1589452,D
1589500,A
1589501,A
1589502,C
1589520,C
1589522,B
1589560,B
1589561,A
1589562,E
1589570,C
1589572,E
1589641,E
1589822,C
1589930,D
1589931,D
1589940,A
1589942,A
1590302,A
1590660,E
1590662,C
1591030,E
1591031,D
1591032,C
1591121,C
1591331,B
1591511,A
1591512,E
1591700,E
1591701,A
1592030,D
1592032,D
1592152,C
1592231,D
1592330,E
1592331,E
1592332,C
1592400,E
1592401,D
1592402,E
1592600,E
1592620,E
1592621,D
1592622,E
1592692,D
1592821,C
1592822,A
1593100,C
1593102,E
1593110,E
1593112,A
1593721,E
1593741,B
1593742,C
1593771,D
1593990,C
1593992,A
1594020,C
1594022,A
1594271,E
1594401,D
1594402,C
1594491,E
1594510,E
1594511,A
1594512,D
1594581,D
1594631,C
1594632,A
1595000,D
1595001,E
1595002,D
1595370,D
1595610,E
1595611,C
1595612,D
1595980,A
1595981,A
1595982,D
1596062,E
1596080,C
1596090,C
1596092,E
1596270,A
1596272,D
1596620,D
1596621,A
1596622,B
1596670,A
1596671,D
1596672,C
1597160,D
1597161,A
1597361,E
1597381,D
1597401,A
1597422,C
1597740,D
1597742,E
1597900,D
1597901,C
1597902,D
1598310,C
1598311,B
1598312,A
1598321,B
1598421,A
1598422,A
1598540,B
1598541,A
1598542,B
1598980,E
1599000,A
1599440,B
1599442,A
1599690,E
1599700,A
1599770,C
1599790,D
1599810,A
1599830,D
1600040,E
1600120,B
1600251,E
1600311,E
1600570,D
1600571,A
1600572,E
1600892,D
1601040,A
1601041,E
1601080,A
1601081,A
1601082,D
1601261,B
1601660,A
1601662,C
1601830,C
1601832,A
1601851,E
1601852,E
1601860,A
1601862,E
1601900,B
1601902,C
1601921,A
1601922,E
1601950,E
1601952,D
1601992,A
1602110,B
1602111,E
1602200,E
1602202,D
1602331,D
1602391,D
1602392,D
1602430,D
1602431,B
1602601,D
1602602,A
1602761,A
1602762,A
1602781,D
1602782,C
1602832,D
1603080,E
1603081,C
1603082,A
1603301,C
1603412,C
1603450,C
1603510,E
1603512,D
1603931,E
1603941,A
1604210,A
1604370,E
1604371,A
1604470,A
1604471,C
1604560,B
1604561,E
1604800,C
1604802,A
1604820,C
1604830,C
1604831,E
1604960,B
1604981,A
1604982,C
1605010,D
1605290,C
1605292,E
1605311,E
1605560,E
1605562,E
1605800,C
1605801,B
1605802,D
1606070,B
1606071,C
1606072,B
1606520,E
1606521,A
1606610,A
1606612,A
1606661,A
1606662,D
1606690,C
1606691,E
1606692,A
1607030,A
1607031,E
1607260,D
1607261,D
1607280,D
1607281,A
1607400,D
1607401,A
1607611,A
1607720,C
1607721,C
1608110,C
1608111,A
1608202,B
1608281,B
1608340,A
1608342,B
1608360,E
1608362,A
1608401,A
1608402,C
1608550,C
1608552,E
1608581,A
1608582,A
1608601,B
1608602,C
1608640,A
1608641,D
1608642,A
1608721,A
1608750,C
1608752,E
1608862,D
1608892,A
1608920,D
1608921,C
1609131,C
1609270,C
1609272,C
1609330,D
1609331,E
1609332,C
1609411,C
1609412,A
1609630,E
1610080,E
1610081,A
1610082,C
1610100,E
1610102,C
1610111,D
1610112,A
1610220,C
1610320,E
1610440,A
1610442,A
1610471,D
1610472,C
1610601,A
1610602,B
1610790,B
1610791,A
1610792,C
1611120,B
1611121,E
1611240,B
1611242,D
1611280,D
1611282,C
1611290,B
1611291,B
1611292,A
1611410,A
1611440,A
1611441,E
1611610,D
1611611,D
1611630,D
1611632,E
1611691,A
1611850,A
1611851,C
1611852,C
1611871,D
1611950,E
1611952,B
1612020,A
1612021,D
1612022,E
1612200,C
1612202,E
1612220,A
1612221,A
1612271,C
1612272,C
1612310,D
1613080,A
1613081,C
1613082,A
1613470,A
1613472,C
1613700,E
1613701,D
1613971,E
1613972,D
1614470,A
1614471,C
1614472,D
1614651,A
1614700,B
1614701,A
1615052,A
1615060,C
1615062,D
1615170,E
1615171,D
1615172,A
1615390,D
1615392,D
1615570,A
1615571,A
1615672,D
1615690,D
1615860,E
1615861,D
1616020,A
1616030,E
1616090,B
1616091,D
1616092,E
1616220,C
1616221,D
1616222,D
1616341,B
1616350,E
1616351,A
1616352,A
1616420,D
1616421,A
1616970,C
1616971,D
1616972,B
1617200,B
1617202,B
1617520,A
1617580,E
1617581,D
1617582,D
1617720,D
1617810,B
1617811,A
1617812,B
1617991,A
1618070,B
1618071,A
1618100,C
1618202,A
1618400,D
1618402,C
1618540,D
1618542,D
1618610,D
1618612,A
1618731,D
1618751,A
1618770,E
1618771,A
1618772,E
1619251,C
1619252,E
1619401,A
1619402,B
1619621,C
1619622,D
1619781,E
1619782,E
1619830,E
1619831,E
1619832,B
1619900,D
1619901,E
1619902,B
1620210,E
1620211,B
1620350,B
1620351,A
1620430,B
1620431,D
1620432,C
1620670,B
1620880,D
1620882,A
1620921,B
1621130,A
1621131,D
1621140,A
1621142,C
1621300,A
1621440,C
1621441,D
1621560,D
1621562,B
1621890,B
1621891,C
1622490,D
1622561,C
1622570,C
1622571,C
1622750,D
1622800,B
1623320,A
1623321,E
1623322,C
1623570,E
1623571,D
1623580,E
1623581,E
1623582,E
1623620,C
1623621,C
1623631,E
1623660,B
1623661,A
1623662,A
1623930,E
1623931,E
1623932,B
1623980,B
1624150,E
1624152,B
1624290,D
1624291,A
1624450,D
1624451,D
1624591,A
1624951,E
1625030,A
1625231,B
1625232,A
1625391,A
1625430,D
1625431,D
1625610,C
1625612,D
1625792,B
1625801,A
1625802,D
1625810,A
1625812,D
1625891,A
1626341,E
1626342,E
1626750,A
1626751,D
1626772,E
1626850,B
1626920,D
1626921,D
1626922,D
1627030,D
1627032,C
1627110,A
1627111,D
1627112,A
1627320,D
1627321,E
1627322,B
1627520,A
1627630,E
1627632,C
1627740,C
1627742,A
1627992,B
1628180,D
1628182,E
1628270,D
1628291,A
1628292,C
1628410,A
1628411,B
1628412,E
1628580,E
1628581,E
1628582,A
1628672,E
1628870,A
1629020,A
1629140,D
1629390,A
1629521,D
1629980,B
1630101,C
1630102,C
1630120,C
1630121,C
1630200,A
1630201,C
1630250,A
1630251,C
1630330,D
1630332,B
1630410,E
1630411,A
1630570,A
1630650,C
1630651,C
1630760,B
1630762,A
1631040,E
1631041,E
1631051,A
1631170,D
1631171,E
1631180,E
1631181,C
1631182,A
1631270,A
1631271,D
1631272,C
1631320,A
1631321,D
1631322,D
1631380,E
1631381,D
1631382,C
1631390,A
1631391,C
1631392,E
1631552,C
1631670,D
1632190,D
1632192,A
1632420,A
1632422,A
1632551,A
1632570,A
1632571,A
1632581,D
1632582,D
1632600,A
1632601,B
1632800,C
1632801,B
1632891,B
1632900,D
1632901,C
1632902,E
1632961,A
1633061,C
1633090,A
1633091,A
1633092,A
1633140,E
1633141,A
1633142,A
1633160,C
1633161,E
1633162,C
1633330,E
1633331,C
1633332,E
1633390,A
1633391,A
1633392,C
1633480,A
1633610,C
1633612,E
1633720,E
1633722,A
1634122,D
1634361,D
1634362,E
1634441,E
1634471,C
1634510,B
1634511,D
1634512,C
1634600,E
1634602,D
1634730,C
1634731,A
1634790,C
1634791,D
1634962,A
1635180,A
1635181,C
1635182,E
1635280,B
1635281,C
1635282,A
1635400,C
1635401,C
1635430,E
1635431,E
1635432,D
1635620,E
1635621,C
1635622,B
1635750,C
1635751,A
1635850,C
1635851,E
1635852,D
1635890,D
1635891,E
1636000,C
1636001,D
1636002,E
1636010,D
1636080,D
1636082,C
1636111,A
1636112,A
1636280,A
1636281,D
1636282,B
1636660,B
1636661,C
1636662,D
1636790,A
1636792,A
1636820,E
1636840,C
1636842,A
1637100,A
1637101,B
1637102,A
1637281,C
1637461,D
1637462,A
1637552,C
1637590,D
1637591,A
1637592,A
1637752,B
1637772,D
1637821,A
1637980,C
1637982,D
1638140,A
1638141,D
1638142,D
1638310,C
1638311,A
1638312,B
1638520,D
1638521,B
1638791,A
1639290,E
1639511,B
1639700,D
1639701,E
1639702,C
1640911,D
1640952,D
1641040,E
1641050,A
1641051,A
1641052,E
1641150,E
1641151,B
1641152,D
1641210,B
1641211,E
1641350,C
1641351,B
1641352,E
1641700,E
1641701,C
1641702,D
1641791,B
1641792,C
1642420,E
1642421,D
1642500,E
1642551,A
1642920,E
1642921,B
1643052,C
1643250,A
1643251,A
1643300,E
1643301,C
1643302,B
1643630,D
1643631,D
1643632,C
1643660,C
1643661,D
1643662,D
1643720,A
1643890,D
1643891,E
1643892,E
1644202,A
1644400,A
1644530,C
1644531,C
1644532,B
1644640,D
1644641,D
1644642,E
1644690,B
1644692,C
1644750,D
1644751,D
1645120,D
1645121,E
1645122,D
1645150,B
1645480,B
1645481,C
1645551,A
1645680,D
1645682,D
1645830,B
1646020,C
1646022,A
1646350,D
1646351,A
1646370,C
1646371,A
1646372,D
1646721,E
1647100,C
1647102,A
1647592,A
1647792,D
1647801,D
1647802,A
1647880,E
1647881,A
1647882,D
1648300,C
1648302,C
1648350,B
1648352,E
1648480,D
1648481,A
1648482,E
1648560,E
1648562,B
1648832,E
1648850,D
1648990,D
1648991,D
1648992,A
1649241,A
1649691,D
1649831,B
1649832,C
1650090,E
1650091,C
1650092,D
1650120,B
1650140,A
1650141,E
1650290,A
1650291,E
1650292,A
1650350,C
1650390,A
1650391,B
1650392,D
1650550,E
1650551,C
1650560,C
1650561,D
1651330,D
1651331,C
1651332,D
1651410,C
1651411,A
1651570,D
1651622,D
1651640,D
1651641,D
1651642,C
1651720,C
1652020,D
1652021,A
1652022,E
1652251,C
1652291,D
1652980,D
1652981,B
1652982,B
1653360,E
1653510,E
1653512,A
1653531,B
1653532,C
1653870,C
1653872,A
1654010,B
1654191,E
